ID,Title,Authors,Abstract,Keywords,Journal,Publication_Date,Year,DOI,URL,Source,Country,Language
https://openalex.org/W4396734745,Collaborative Large Language Model for Recommender Systems,Yaochen Zhu;Liang Wu;Qi Guo;Liangjie Hong;Jundong Li,Abstract available,,,,2024,10.1145/3589334.3645347,https://arxiv.org/pdf/2311.01343,OPENALEX,,
https://openalex.org/W4392784978,The ChatGPT Effect: Nursing Education and Generative Artificial Intelligence,Maxim Topaz;Laura?Maria Peltonen;Martin Michalowski;Gregor Štiglic;Charlene Ronquillo;Lisiane Pruinelli;Jiyoun Song;Siobhán O’Connor;Shoko Miyagawa;Hiroki Fukahori,Abstract available,,Journal of Nursing Education,,2024,10.3928/01484834-20240126-01,https://kclpure.kcl.ac.uk/portal/en/publications/43f64efa-b638-4aa6-8e6d-234037526ef3,OPENALEX,,
https://openalex.org/W4401857430,A Review of Modern Recommender Systems Using Generative Models (Gen-RecSys),Yashar Deldjoo;Zhankui He;Julian McAuley;Anton Korikov;Scott Sanner;Arnau Ramisa;René Vidal;Maheswaran Sathiamoorthy;Atoosa Kasirzadeh;Silvia Milano,Abstract available,,,,2024,10.1145/3637528.3671474,https://dl.acm.org/doi/pdf/10.1145/3637528.3671474,OPENALEX,,
https://openalex.org/W4390600121,A fine-tuned tourism-specific generative AI concept,Cathy H. C. Hsu;Guoxiong Tan;Bela Stanti?,,,Annals of Tourism Research,,2024,10.1016/j.annals.2023.103723,null,OPENALEX,,
https://openalex.org/W4404533930,DiffBIR: Toward Blind Image Restoration with Generative Diffusion Prior,Xinqi Lin;Jingwen He;Ziyan Chen;Zhaoyang Lyu;Bo Dai;Fanghua Yu;Yu Qiao;Wanli Ouyang;Chao Dong,,,Lecture notes in computer science,,2024,10.1007/978-3-031-73202-7_25,null,OPENALEX,,
https://openalex.org/W4393222489,3D molecular generative framework for interaction-guided drug design,Wonho Zhung;Hyeongwoo Kim;Woo Youn Kim,Abstract available,,Nature Communications,,2024,10.1038/s41467-024-47011-2,https://www.nature.com/articles/s41467-024-47011-2.pdf,OPENALEX,,
https://openalex.org/W4396817538,Enhancing Deep Reinforcement Learning: A Tutorial on Generative Diffusion Models in Network Optimization,Hongyang Du;Ruichen Zhang;Yinqiu Liu;Jiacheng Wang;Yijing Lin;Zonghang Li;Dusit Niyato;Jiawen Kang;Zehui Xiong;Shuguang Cui;Bo Ai;Haibo Zhou;Dong In Kim,Abstract available,,IEEE Communications Surveys & Tutorials,,2024,10.1109/comst.2024.3400011,https://arxiv.org/pdf/2308.05384,OPENALEX,,
https://openalex.org/W4401288535,Generative AI Literacy: Twelve Defining Competencies,Ravinithesh Reddy Annapureddy;Alessandro Fornaroli;Daniel Gática-Pérez,Abstract available,,Digital Government Research and Practice,,2024,10.1145/3685680,https://dl.acm.org/doi/pdf/10.1145/3685680,OPENALEX,,
https://openalex.org/W4406199489,Generative AI in Higher Education: Balancing Innovation and Integrity,Nigel J. Francis;Sue Jones;David P. Smith,Abstract available,,British Journal of Biomedical Science,,2025,10.3389/bjbs.2024.14048,https://doi.org/10.3389/bjbs.2024.14048,OPENALEX,,
https://openalex.org/W4390975839,Deep generative design of RNA family sequences,Shunsuke Sumi;Michiaki Hamada;Hirohide Saito,,,Nature Methods,,2024,10.1038/s41592-023-02148-8,null,OPENALEX,,
https://openalex.org/W4390880597,Generation of 3D molecules in pockets via a language model,Wei Feng;Lvwei Wang;Zaiyun Lin;Yanhao Zhu;Han Wang;Jianqiang Dong;Rong Bai;Huting Wang;Feng Long;Wei Peng;Bo Huang;Wenbiao Zhou,Abstract available,,Nature Machine Intelligence,,2024,10.1038/s42256-023-00775-6,https://www.nature.com/articles/s42256-023-00775-6.pdf,OPENALEX,,
https://openalex.org/W4396494884,Generative AI tools can enhance climate literacy but must be checked for biases and inaccuracies,C. Brian Atkins;Gina Girgente;Manoochehr Shirzaei;Junghwan Kim,Abstract available,,Communications Earth & Environment,,2024,10.1038/s43247-024-01392-w,https://www.nature.com/articles/s43247-024-01392-w.pdf,OPENALEX,,
https://openalex.org/W4390824394,Generative Retrieval-Augmented Ontologic Graph and Multiagent Strategies for Interpretive Large Language Model-Based Materials Design,Markus J. Buehler,Abstract available,,ACS Engineering Au,,2024,10.1021/acsengineeringau.3c00058,https://pubs.acs.org/doi/pdf/10.1021/acsengineeringau.3c00058,OPENALEX,,
https://openalex.org/W4391846075,Accelerating materials language processing with large language models,Jaewoong Choi;Byungju Lee,Abstract available,,Communications Materials,,2024,10.1038/s43246-024-00449-9,https://www.nature.com/articles/s43246-024-00449-9.pdf,OPENALEX,,
https://openalex.org/W4396621688,"How generative <scp>AI</scp> is (will) change consumer behaviour: Postulating the potential impact and implications for research, practice, and policy",Emmanuel Mogaji;Varsha Jain,Abstract available,,Journal of Consumer Behaviour,,2024,10.1002/cb.2345,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cb.2345,OPENALEX,,
https://openalex.org/W4399578582,Unveiling the evolution of generative AI (GAI): a comprehensive and investigative analysis toward LLM models (2021–2024) and beyond,Zarif Bin Akhtar,Abstract available,,Journal of Electrical Systems and Information Technology,,2024,10.1186/s43067-024-00145-1,https://jesit.springeropen.com/counter/pdf/10.1186/s43067-024-00145-1,OPENALEX,,
https://openalex.org/W4400006853,AI nutrition recommendation using a deep generative model and ChatGPT,Ilias Papastratis;Dimitrios Konstantinidis;Petros Daras;Kosmas Dimitropoulos,Abstract available,,Scientific Reports,,2024,10.1038/s41598-024-65438-x,https://www.nature.com/articles/s41598-024-65438-x.pdf,OPENALEX,,
https://openalex.org/W4390671601,Public perception of generative AI on Twitter: an empirical study based on occupation and usage,Kunihiro Miyazaki;Taichi Murayama;Takayuki Uchiba;Jisun An;Haewoon Kwak,Abstract available,,EPJ Data Science,,2024,10.1140/epjds/s13688-023-00445-y,https://epjdatascience.springeropen.com/counter/pdf/10.1140/epjds/s13688-023-00445-y,OPENALEX,,
https://openalex.org/W4391214687,How to understand limitations of generative networks,Ranit Das;Luigi Favaro;Theo Heimel;Claudius Krause;Tilman Plehn;David Shih,Abstract available,,SciPost Physics,,2024,10.21468/scipostphys.16.1.031,https://scipost.org/10.21468/SciPostPhys.16.1.031/pdf,OPENALEX,,
https://openalex.org/W4401727214,Generative Artificial Intelligence in Education: Advancing Adaptive and Personalized Learning,Manel Guettala;Samir Bourekkache;Okba Kazar;Saad Harous,Abstract available,,Acta Informatica Pragensia,,2024,10.18267/j.aip.235,https://doi.org/10.18267/j.aip.235,OPENALEX,,
https://openalex.org/W4391681328,CodeKGC: Code Language Model for Generative Knowledge Graph Construction,Zhen Bi;Jing Chen;Yinuo Jiang;Feiyu Xiong;Wei Guo;Huajun Chen;Ningyu Zhang,Abstract available,,ACM Transactions on Asian and Low-Resource Language Information Processing,,2024,10.1145/3641850,https://doi.org/10.1145/3641850,OPENALEX,,
https://openalex.org/W4393941636,The synergy of generative AI and inquiry-based learning: transforming the landscape of English teaching and learning,Hui?Chin Yeh,Abstract available,,Interactive Learning Environments,,2024,10.1080/10494820.2024.2335491,null,OPENALEX,,
https://openalex.org/W4391174596,Generative Large Language Models for Detection of Speech Recognition Errors in Radiology Reports,Reuben Schmidt;Jarrel Seah;Ke Cao;L Lim;Wei Xiang Lim;Justin Yeung,Abstract available,,Radiology Artificial Intelligence,,2024,10.1148/ryai.230205,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10982816,OPENALEX,,
https://openalex.org/W4392285359,Brain tumor segmentation using synthetic MR images - A comparison of GANs and diffusion models,Muhammad Usman Akbar;Måns Larsson;Ida Blystad;Anders Eklund,Abstract available,,Scientific Data,,2024,10.1038/s41597-024-03073-x,https://www.nature.com/articles/s41597-024-03073-x.pdf,OPENALEX,,
https://openalex.org/W4392592756,Beyond Discrimination: Generative AI Applications and Ethical Challenges in Forensic Psychiatry,Leda Tortora,Abstract available,,Frontiers in Psychiatry,,2024,10.3389/fpsyt.2024.1346059,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2024.1346059/pdf,OPENALEX,,
https://openalex.org/W4399306094,An Introduction to Generative AI Tools for Education 2030,Ramandeep Sandhu;Harpreet Kaur Channi;Deepika Ghai;Gagandeep Singh Cheema;Mandeep Kaur,Abstract available,,Advances in educational technologies and instructional design book series,,2024,10.4018/979-8-3693-2440-0.ch001,null,OPENALEX,,
https://openalex.org/W4399627833,Exploring generative AI assisted feedback writing for students’ written responses to a physics conceptual question with prompt engineering and few-shot learning,Tong Wan;Zhongzhou Chen,Abstract available,,Physical Review Physics Education Research,,2024,10.1103/physrevphyseducres.20.010152,http://link.aps.org/pdf/10.1103/PhysRevPhysEducRes.20.010152,OPENALEX,,
https://openalex.org/W4400290365,"Exploring generative AI literacy in higher education: student adoption, interaction, evaluation and ethical perceptions",Kong Chen;April Tallant;Ian Selig,Abstract available,,Information and Learning Sciences,,2024,10.1108/ils-10-2023-0160,null,OPENALEX,,
https://openalex.org/W4391027709,A generative model of memory construction and consolidation,Eleanor Spens;Neil Burgess,Abstract available,,Nature Human Behaviour,,2024,10.1038/s41562-023-01799-z,https://www.nature.com/articles/s41562-023-01799-z.pdf,OPENALEX,,
https://openalex.org/W4392165770,A Comparative Analysis of Generative Artificial Intelligence Tools for Natural Language Processing,Aamo Iorliam;Joseph Abunimye Ingio,Abstract available,,Journal of Computing Theories and Applications,,2024,10.62411/jcta.9447,https://publikasi.dinus.ac.id/index.php/jcta/article/download/9447/4379,OPENALEX,,
https://openalex.org/W4393376341,Using generative AI to investigate medical imagery models and datasets,Oran Lang;Doron Stupp;Ilana Traynis;Heather Cole-Lewis;Chloe R. Bennett;Courtney R. Lyles;Charles Lau;Michal Irani;Christopher Semturs;Dale R. Webster;Greg S. Corrado;Avinatan Hassidim;Yossi Matias;Yun Liu;Naama Hammel;Boris Babenko,Abstract available,,EBioMedicine,,2024,10.1016/j.ebiom.2024.105075,http://www.thelancet.com/article/S2352396424001105/pdf,OPENALEX,,
https://openalex.org/W4394698991,Reconceptualizing Self-Directed Learning in the Era of Generative AI: An Exploratory Analysis of Language Learning,Belle Li;Curtis J. Bonk;Chaoran Wang;Xiaojing Kou,Abstract available,,IEEE Transactions on Learning Technologies,,2024,10.1109/tlt.2024.3386098,null,OPENALEX,,
https://openalex.org/W4399999619,An all-atom protein generative model,Alexander E. Chu;Jinho Kim;Lucy Cheng;Gina El Nesr;Minkai Xu;Richard W. Shuai;Po?Ssu Huang,Abstract available,,,,2024,10.1073/pnas.2311500121,https://doi.org/10.1073/pnas.2311500121,OPENALEX,,
https://openalex.org/W4402164968,Unveiling the drivers of satisfaction in mobile trading: Contextual mining of retail investor experience through BERTopic and generative AI,Jisu Yi;Yun Kyung Oh;Jung?Min Kim,,,Journal of Retailing and Consumer Services,,2024,10.1016/j.jretconser.2024.104066,null,OPENALEX,,
https://openalex.org/W4390706293,High-Frequency Space Diffusion Model for Accelerated MRI,Chentao Cao;Zhuo?Xu Cui;Yue Wang;Shaonan Liu;Taijin Chen;Hairong Zheng;Dong Liang;Yanjie Zhu,Abstract available,,IEEE Transactions on Medical Imaging,,2024,10.1109/tmi.2024.3351702,https://arxiv.org/pdf/2208.05481,OPENALEX,,
https://openalex.org/W4392484243,Automating Human Tutor-Style Programming Feedback: Leveraging GPT-4 Tutor Model for Hint Generation and GPT-3.5 Student Model for Hint Validation,Tung Phung;Victor-Alexandru P?durean;Anjali Singh;Christopher Brooks;José Cambronero;Sumit Gulwani;Adish Singla;Gustavo Soares,Abstract available,,,,2024,10.1145/3636555.3636846,https://dl.acm.org/doi/pdf/10.1145/3636555.3636846,OPENALEX,,
https://openalex.org/W4394009157,Generative artificial intelligence in surgery,Severin Rodler;Conner Ganjavi;Pieter De Backer;Vasileios Magoulianitis;Lorenzo Storino Ramacciotti;Andre Luis Abreu;Inderbir S. Gill;Giovanni Cacciamani,,,Surgery,,2024,10.1016/j.surg.2024.02.019,null,OPENALEX,,
https://openalex.org/W4401544324,Federated Recommender System Based on Diffusion Augmentation and Guided Denoising,Yicheng Di;Hongjian Shi;Xiaoming Wang;Ruhui Ma;Yuan Liu,Abstract available,,ACM transactions on office information systems,,2024,10.1145/3688570,https://dl.acm.org/doi/pdf/10.1145/3688570,OPENALEX,,
https://openalex.org/W4402772412,"The Generative AI Landscape in Education: Mapping the Terrain of Opportunities, Challenges and Student Perception",Zishan Ahmed;Shakib Sadat Shanto;Most. Humayra Khanom Rime;Md. Kishor Morol;Nafiz Fahad;Md. Jakir Hossen;Md. Abdullah-Al-Jubair,,,IEEE Access,,2024,10.1109/access.2024.3461874,https://doi.org/10.1109/access.2024.3461874,OPENALEX,,
https://openalex.org/W4390604331,Generative Artificial Intelligence (AI) Technology Adoption Model for Entrepreneurs: Case of ChatGPT,Varun Gupta;Hongji Yang,Abstract available,,Internet Reference Services Quarterly,,2024,10.1080/10875301.2023.2300114,null,OPENALEX,,
https://openalex.org/W4390789080,MedGAN: optimized generative adversarial network with graph convolutional networks for novel molecule design,Bruno Macedo;Inês Ribeiro?Vaz;Tiago Taveira?Gomes,Abstract available,,Scientific Reports,,2024,10.1038/s41598-023-50834-6,https://www.nature.com/articles/s41598-023-50834-6.pdf,OPENALEX,,
https://openalex.org/W4393854652,Navigating the generative AI travel landscape: the influence of ChatGPT on the evolution from new users to loyal adopters,Yu Li;Soyeun Olivia Lee,Abstract available,,International Journal of Contemporary Hospitality Management,,2024,10.1108/ijchm-11-2023-1767,null,OPENALEX,,
https://openalex.org/W4394582147,Learning by playing with generative AI: design and evaluation of a role-playing educational game with generative AI as scaffolding for instant feedback interaction,Chih?Chung Chien;Hung-Yu Chan;Huei?Tse Hou,Abstract available,,Journal of Research on Technology in Education,,2024,10.1080/15391523.2024.2338085,null,OPENALEX,,
https://openalex.org/W4396674231,The consequences of generative AI for online knowledge communities,Gordon Burtch;Dokyun Lee;Zhichen Chen,Abstract available,,Scientific Reports,,2024,10.1038/s41598-024-61221-0,https://www.nature.com/articles/s41598-024-61221-0.pdf,OPENALEX,,
https://openalex.org/W4396831879,“They only care to show us the wheelchair”: disability representation in text-to-image AI models,Kelly Mack;Rida Qadri;Emily Denton;Shaun K. Kane;Cynthia L. Bennett,Abstract available,,,,2024,10.1145/3613904.3642166,https://dl.acm.org/doi/pdf/10.1145/3613904.3642166,OPENALEX,,
https://openalex.org/W4404632311,Generative learning assisted state-of-health estimation for sustainable battery recycling with random retirement conditions,Shengyu Tao;Ruifei Ma;Zixi Zhao;Gengyu Ma;Lin Su;Heng Chang;Yuou Chen;Haizhou Liu;Zheng Liang;Tingwei Cao;Haocheng Ji;Zhiyuan Han;Minyan Lu;H. Yang;Zongguo Wen;Jianhua Yao;Yu Rong;Guodan Wei;Yang Li;Xuan Zhang;Tingyang Xu;Guangmin Zhou,Abstract available,,Nature Communications,,2024,10.1038/s41467-024-54454-0,https://www.nature.com/articles/s41467-024-54454-0.pdf,OPENALEX,,
https://openalex.org/W4390640165,Diffusion-based generative AI for exploring transition states from 2D molecular graphs,Seong-Hwan Kim;Jeheon Woo;Woo Youn Kim,Abstract available,,Nature Communications,,2024,10.1038/s41467-023-44629-6,https://www.nature.com/articles/s41467-023-44629-6.pdf,OPENALEX,,
https://openalex.org/W4391788258,GAP: A novel Generative context-Aware Prompt-tuning method for relation extraction,Zhenbin Chen;Zhixin Li;Yufei Zeng;Canlong Zhang;Huifang Ma,,,Expert Systems with Applications,,2024,10.1016/j.eswa.2024.123478,null,OPENALEX,,
https://openalex.org/W4392509321,Advanced acoustic leak detection in water distribution networks using integrated generative model,Rongsheng Liu;Tarek Zayed;Rui Xiao,,,Water Research,,2024,10.1016/j.watres.2024.121434,null,OPENALEX,,
https://openalex.org/W4392835096,Updated Primer on Generative Artificial Intelligence and Large Language Models in Medical Imaging for Medical Professionals,Kiduk Kim;Kyungjin Cho;Ryoungwoo Jang;Sunggu Kyung;S. Lee;Sungwon Ham;Edward Choi;Gil-Sun Hong;Namkug Kim,Abstract available,,Korean Journal of Radiology,,2024,10.3348/kjr.2023.0818,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10912493,OPENALEX,,
https://openalex.org/W4393229395,"Generative AI and Creative Learning: Concerns, Opportunities, and Choices",Mitchel Resnick,Abstract available,,,,2024,10.21428/e4baedd9.cf3e35e5,https://mit-genai.pubpub.org/pub/gj6eod3e/download/pdf,OPENALEX,,
https://openalex.org/W4396807129,"To ChatGPT, or not to ChatGPT: Navigating the paradoxes of generative AI in the advertising industry",Elena Osadchaya;Ben Marder;Jennifer A. Yule;Amy Yau;Laura Lavertu;Nikolaos Stylos;Sebastian Oliver;Robert J. Angell;Anouk de Regt;Liyu Gao;Kang Qi;W. Zhang;Yiwei Zhang;Jiayuan Li;Sara AlRabiah,Abstract available,,Business Horizons,,2024,10.1016/j.bushor.2024.05.002,https://doi.org/10.1016/j.bushor.2024.05.002,OPENALEX,,
https://openalex.org/W4403567703,"Factors affecting generative artificial intelligence, such as <scp>ChatGPT</scp>, use in higher education: An application of technology acceptance model",Muhammad Farrukh Shahzad;Shuo Xu;Muhammad Asif,Abstract available,,British Educational Research Journal,,2024,10.1002/berj.4084,null,OPENALEX,,
https://openalex.org/W4406321725,Generative AI Enables EEG Super-Resolution via Spatio-Temporal Adaptive Diffusion Learning,Shuqiang Wang;Tong Zhou;Yanyan Shen;Ye Li;Guoheng Huang;Yong Hu,,,IEEE Transactions on Consumer Electronics,,2025,10.1109/tce.2025.3528438,https://doi.org/10.1109/tce.2025.3528438,OPENALEX,,
https://openalex.org/W4407810661,Revisiting Integrated Model of Technology Acceptance Among the Generative <scp>AI</scp>?Powered Foreign Language Speaking Practice: Through the Lens of Positive Psychology and Intrinsic Motivation,Chenghao Wang;Xueyun Li;Bin Zou,Abstract available,,European Journal of Education,,2025,10.1111/ejed.70054,https://doi.org/10.1111/ejed.70054,OPENALEX,,
https://openalex.org/W4407392290,Learning produces an orthogonalized state machine in the hippocampus,Weinan Sun;Johan Winnubst;Maanasa Natrajan;Chongxi Lai;Koichiro Kajikawa;Arco Bast;Michalis Michaelos;Rachel Gattoni;Carsen Stringer;Daniel Flickinger;James E. Fitzgerald;Nelson Spruston,Abstract available,,Nature,,2025,10.1038/s41586-024-08548-w,https://doi.org/10.1038/s41586-024-08548-w,OPENALEX,,
https://openalex.org/W4407826029,What Motivates Second Language Majors to Use Generative AI for Informal Learning? Insights from the Theory of Planned Behavior,Hanwei Wu;Zhenglin Dong,,,IEEE Access,,2025,10.1109/access.2025.3544489,https://doi.org/10.1109/access.2025.3544489,OPENALEX,,
https://openalex.org/W4408612787,Optimizing generative AI by backpropagating language model feedback,Mert Yüksekgönül;Federico Bianchi;Joseph Boen;Sheng Liu;P Y Lu;Zhi Huang;Carlos Guestrin;James Zou,,,Nature,,2025,10.1038/s41586-025-08661-4,null,OPENALEX,,
https://openalex.org/W4410507481,Extending Minds with Generative AI,Andy Clark,,,Nature Communications,,2025,10.1038/s41467-025-59906-9,https://doi.org/10.1038/s41467-025-59906-9,OPENALEX,,
https://openalex.org/W4406244964,Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation,Ning Dai;Xiaohan Hu;Kaixin Xu;Xudong Hu;Yanhong Yuan;Bo Cao;Lei Shi,Abstract available,,Journal of Engineered Fibers and Fabrics,,2025,10.1177/15589250241313158,https://doi.org/10.1177/15589250241313158,OPENALEX,,
https://openalex.org/W4407953538,Tutorial on Recommendation with Generative Models (Gen-RecSys),Yashar Deldjoo;Zhankui He;Julian McAuley;Anton Korikov;Scott Sanner;Arnau Ramisa;René Vidal;Maheswaran Sathiamoorthy;Atoosa Kasirzadeh;Silvia Milano,,,,,2025,10.1145/3701551.3703485,null,OPENALEX,,
https://openalex.org/W4408261828,Generative deep learning for designing irregular metamaterials with programmable nonlinear mechanical responses,Zhuoyi Wei;Jiaxin Chen;Kai Wei,,,International Journal of Mechanical Sciences,,2025,10.1016/j.ijmecsci.2025.110123,null,OPENALEX,,
https://openalex.org/W4406070280,Fake news detection: comparative evaluation of BERT-like models and large language models with generative AI-annotated data,Shaina Raza;Drai Paulen-Patterson;Ding Chen,,,Knowledge and Information Systems,,2025,10.1007/s10115-024-02321-1,http://arxiv.org/pdf/2412.14276,OPENALEX,,
https://openalex.org/W4409232774,Leveraging generative artificial intelligence for sustainable business model innovation in production systems,Shaofeng Wang;Hao Zhang,,,International Journal of Production Research,,2025,10.1080/00207543.2025.2485318,null,OPENALEX,,
https://openalex.org/W4410382764,Ideation with Generative AI—in Consumer Research and Beyond,Julian De Freitas;Gideon Nave;Stefano Puntoni,Abstract available,,Journal of Consumer Research,,2025,10.1093/jcr/ucaf012,null,OPENALEX,,
https://openalex.org/W4406017601,A phase transition in diffusion models reveals the hierarchical nature of data,Antonio Sclocchi;Alessandro Favero;Matthieu Wyart,Abstract available,,,,2025,10.1073/pnas.2408799121,http://arxiv.org/pdf/2402.16991,OPENALEX,,
https://openalex.org/W4406714995,Enhancing knowledge retrieval with in-context learning and semantic search through generative AI,Mohammed-Khalil Ghali;Abdelrahman Farrag;Daehan Won;Yu Jin,,,Knowledge-Based Systems,,2025,10.1016/j.knosys.2025.113047,http://arxiv.org/pdf/2406.09621,OPENALEX,,
https://openalex.org/W4407080598,Generative feature style augmentation for domain generalization in medical image segmentation,Yunzhi Huang;Luyi Han;Haoran Dou,,,Pattern Recognition,,2025,10.1016/j.patcog.2025.111416,null,OPENALEX,,
https://openalex.org/W4407736388,GeXSe (Generative Explanatory Sensor System): A Deep Generative method for Human Activity Recognition of Smart Spaces IOT,Yuan Sun;Salami Pargoo Navid;Ortiz Jorge,,,IEEE Sensors Journal,,2025,10.1109/jsen.2025.3541158,null,OPENALEX,,
https://openalex.org/W4408294218,Empowering creativity and engagement: The impact of generative artificial intelligence usage on Chines EFL students' language learning experience,Abdul Khalique Khoso;Wang Hong-gang;Mansoor Ali Darazi,,,Computers in Human Behavior Reports,,2025,10.1016/j.chbr.2025.100627,https://doi.org/10.1016/j.chbr.2025.100627,OPENALEX,,
https://openalex.org/W4408698328,Generative AI for growth hacking: How startups use generative AI in their growth strategies,Arash Rezazadeh;Marco Kohns;René Bohnsack;Nuno António;Paulo Rita,,,Journal of Business Research,,2025,10.1016/j.jbusres.2025.115320,null,OPENALEX,,
https://openalex.org/W4410098916,Enhancing self?regulated learning and learning experience in generative <scp>AI</scp> environments: The critical role of metacognitive support,Xiaoqing Xu;Lifang Qiao;Nuo Cheng;Hongxia Liu;Wei Zhao,Abstract available,,British Journal of Educational Technology,,2025,10.1111/bjet.13599,null,OPENALEX,,
https://openalex.org/W4406700287,Is Artificial Intelligence a Game-Changer in Steering E-Business into the Future? Uncovering Latent Topics with Probabilistic Generative Models,Simona?Vasilica Oprea;Adela Bârã,Abstract available,,Journal of theoretical and applied electronic commerce research,,2025,10.3390/jtaer20010016,https://doi.org/10.3390/jtaer20010016,OPENALEX,,
https://openalex.org/W4407021633,"Who is Responsible? The Data, Models, Users or Regulations? Responsible Generative AI for a Sustainable Future",Shaina Raza;Rizwan Qureshi;Anwar Zahid;Joseph Fioresi;Ferhat Sadak;M. A. Saeed;Ranjan Sapkota;Aditya Jain;Anas Zafar;Muhammad Hassan;Aizan Zafar;Hasan Maqbool;Ashmal Vayani;Jia Wu;Maged Shoman,Abstract available,,,,2025,10.36227/techrxiv.173834932.29831105/v1,https://doi.org/10.36227/techrxiv.173834932.29831105/v1,OPENALEX,,
https://openalex.org/W4407154080,Examining generative AI user continuance intention based on the SOR model,Tao Zhou;Xinjie Ma,Abstract available,,Aslib Journal of Information Management,,2025,10.1108/ajim-08-2024-0620,null,OPENALEX,,
https://openalex.org/W4408332484,Value of Using a Generative AI Model in Chest Radiography Reporting: A Reader Study,Eun Kyoung Hong;Byung Suk Roh;B. Park;Jae Hyun Jo;Woong Bae;Jai Soung Park;Dong-Wook Sung,Abstract available,,Radiology,,2025,10.1148/radiol.241646,null,OPENALEX,,
https://openalex.org/W4408473655,Generative AI vs. humans in online hotel review management: A Task-Technology Fit perspective,Huihui Zhang;Zheng Xiang;F. Zach,,,Tourism Management,,2025,10.1016/j.tourman.2025.105187,null,OPENALEX,,
https://openalex.org/W4408742151,Students' behavioural intention to use content generative AI for learning and research: A UTAUT theoretical perspective,Mohammed Nasiru Yakubu;N. Gnanamalar David;Naima Hafiz Abubakar,,,Education and Information Technologies,,2025,10.1007/s10639-025-13441-8,https://doi.org/10.1007/s10639-025-13441-8,OPENALEX,,
https://openalex.org/W4409199977,Generative Prompt Controlled Diffusion for weakly supervised semantic segmentation,Wangyu Wu;Tianhong Dai;Zhenhong Chen;Xiaowei Huang;Fei Ma;Jimin Xiao,,,Neurocomputing,,2025,10.1016/j.neucom.2025.130103,null,OPENALEX,,
https://openalex.org/W4409464805,Do generative AI technologies play a double-edged sword role in education? Findings from hybrid approach using PLS-SEM and fsQCA,Muhammad Farrukh Shahzad;Shuo Xu;Xin An;Muhammad Asif;I. Javed,,,Education and Information Technologies,,2025,10.1007/s10639-025-13528-2,null,OPENALEX,,
https://openalex.org/W4412002553,A Study on Enhancing the Reasoning Efficiency of Generative Recommender Systems Using Deep Model Compression,Hong Peng;Xiaoliang Jin;Qiao Huang;Supeng Liu,,,,,2025,10.2139/ssrn.5321642,null,OPENALEX,,
https://openalex.org/W2962954724,Socially Compliant Navigation Through Raw Depth Inputs with Generative Adversarial Imitation Learning,Lei Tai;Jingwei Zhang;Ming Liu;Wolfram Burgard,Abstract available,,,,2018,10.1109/icra.2018.8460968,https://arxiv.org/pdf/1710.02543,OPENALEX,,
https://openalex.org/W2792402990,NetGAN: Generating Graphs via Random Walks,Aleksandar Bojchevski;Oleksandr Shchur;Daniel Zügner;Stephan Günnemann,Abstract available,,arXiv (Cornell University),,2018,10.48550/arxiv.1803.00816,https://arxiv.org/abs/1803.00816,OPENALEX,,
https://openalex.org/W3101549158,Quantum variational autoencoder,Amir H. Khoshaman;Walter Vinci;Brandon Denis;Evgeny Andriyash;Hossein Sadeghi;M. H. S. Amin,Abstract available,,Quantum Science and Technology,,2018,10.1088/2058-9565/aada1f,http://arxiv.org/pdf/1802.05779,OPENALEX,,
https://openalex.org/W2809291355,Neural Memory Streaming Recommender Networks with Adversarial Training,Qinyong Wang;Hongzhi Yin;Zhiting Hu;Defu Lian;Hao Wang;Zi Huang,Abstract available,,,,2018,10.1145/3219819.3220004,null,OPENALEX,,
https://openalex.org/W2964318715,Learning to Generate Time-Lapse Videos Using Multi-stage Dynamic Generative Adversarial Networks,Wei Xiong;Wenhan Luo;Lin Ma;Wei Liu;Jiebo Luo,Abstract available,,,,2018,10.1109/cvpr.2018.00251,https://arxiv.org/pdf/1709.07592,OPENALEX,,
https://openalex.org/W2792593939,A Generative Model for category text generation,Yang Li;Quan Pan;Suhang Wang;Tao Yang;Erik Cambria,,,Information Sciences,,2018,10.1016/j.ins.2018.03.050,null,OPENALEX,,
https://openalex.org/W2963398989,Generative Modeling Using the Sliced Wasserstein Distance,Ishan Deshpande;Ziyu Zhang;Alexander G. Schwing,Abstract available,,,,2018,10.1109/cvpr.2018.00367,https://arxiv.org/pdf/1803.11188,OPENALEX,,
https://openalex.org/W2807880213,Get The Point of My Utterance! Learning Towards Effective Responses with Multi-Head Attention Mechanism,Chongyang Tao;Shen Gao;Mingyue Shang;Wei Wu;Dongyan Zhao;Rui Yan,Abstract available,,,,2018,10.24963/ijcai.2018/614,https://www.ijcai.org/proceedings/2018/0614.pdf,OPENALEX,,
https://openalex.org/W2963623904,Are You Talking to Me? Reasoned Visual Dialog Generation Through Adversarial Learning,Qi Wu;Peng Wang;Chunhua Shen;Ian Reid;Anton van den Hengel,Abstract available,,,,2018,10.1109/cvpr.2018.00639,https://arxiv.org/pdf/1711.07613,OPENALEX,,
